date,title,artist,peak_pos,rank,weeks
1980-09-03,Old-Fashion Love,Commodores,20.0,20.0,12.0
1980-09-03,All Over The World,Electric Light Orchestra,21.0,21.0,6.0
1980-09-03,Hot Rod Hearts,Robbie Dupree,22.0,22.0,8.0
1980-09-03,Another One Bites The Dust,Queen,23.0,23.0,4.0
1980-09-03,Don't Ask Me Why,Billy Joel,24.0,24.0,6.0
1980-09-03,Someone That I Used To Love,Natalie Cole,25.0,25.0,12.0
1980-09-03,Xanadu,Olivia Newton-John/Electric Light Orchestra,26.0,26.0,5.0
1980-09-03,I'm Alright,Kenny Loggins,27.0,27.0,9.0
1980-09-03,Take A Little Rhythm,Ali Thomson,15.0,28.0,13.0
1980-09-03,Jesse,Carly Simon,29.0,29.0,6.0
1980-09-03,Never Knew Love Like This Before,Stephanie Mills,30.0,30.0,5.0
1980-09-03,How Does It Feel To Be Back,Daryl Hall John Oates,31.0,31.0,8.0
1980-09-03,Hey There Lonely Girl,Robert John,32.0,32.0,8.0
1980-09-03,He's So Shy,The Pointer Sisters,33.0,33.0,7.0
1980-09-03,JoJo,Boz Scaggs,17.0,34.0,13.0
1980-09-03,Why Not Me,Fred Knoblock,18.0,35.0,11.0
1980-09-03,Make A Little Magic,The Dirt Band,25.0,36.0,12.0
1980-09-03,You're Supposed To Keep Your Love For Me,Jermaine Jackson,37.0,37.0,9.0
1980-09-03,No Night So Long,Dionne Warwick,38.0,38.0,7.0
1980-09-03,Look What You've Done To Me,Boz Scaggs,39.0,39.0,3.0
1980-09-03,Real Love,The Doobie Brothers,40.0,40.0,1.0
1980-09-03,First Time Love,Livingston Taylor,41.0,41.0,7.0
1980-09-03,You Better Run,Pat Benatar,42.0,42.0,7.0
1980-09-03,Shining Star,The Manhattans,5.0,43.0,20.0
1980-09-03,How Do I Survive,Amy Holland,44.0,44.0,5.0
1980-09-03,Misunderstanding,Genesis,14.0,45.0,16.0
1980-09-03,Little Jeannie,Elton John,3.0,46.0,19.0
1980-09-03,Tulsa Time/Cocaine,Eric Clapton And His Band,30.0,47.0,12.0
1980-09-03,Cupid/I've Loved You For A Long Time,The Spinners,4.0,48.0,17.0
1980-09-03,Woman In Love,Barbra Streisand,49.0,49.0,1.0
1980-09-03,(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John,50.0,50.0,5.0
1980-09-03,Who'll Be The Fool Tonight,Larsen-Feiten Band,51.0,51.0,4.0
1980-09-03,Red Light,Linda Clifford,52.0,52.0,5.0
1980-09-03,First...Be A Woman,Lenore O'malley,53.0,53.0,7.0
1980-09-03,Fool For Your Loving,Whitesnake,54.0,54.0,6.0
1980-09-03,Don't Misunderstand Me,Rossington Collins Band,55.0,55.0,7.0
1980-09-03,Out Here On My Own,Irene Cara,56.0,56.0,4.0
1980-09-03,Late At Night,England Dan Seals,57.0,57.0,4.0
1980-09-03,The Legend Of Wooley Swamp,The Charlie Daniels Band,58.0,58.0,4.0
1980-09-03,I'm Almost Ready,Pure Prairie League,59.0,59.0,3.0
1980-09-03,Midnight Rocks,Al Stewart,60.0,60.0,2.0
1980-09-03,I Hear You Now,Jon & Vangelis,61.0,61.0,4.0
1980-09-03,Games Without Frontiers,Peter Gabriel,62.0,62.0,4.0
1980-09-03,Let Me Be Your Angel,Stacy Lattisaw,63.0,63.0,5.0
1980-09-03,My Prayer,"Ray, Goodman & Brown",64.0,64.0,3.0
1980-09-03,Under The Gun,Poco,48.0,65.0,8.0
1980-09-03,True Love Ways,Mickey Gilley,66.0,66.0,4.0
1980-09-03,Good Morning Girl/stay Awhile,Journey,67.0,67.0,3.0
1980-09-03,Thunder And Lightning,Chicago,68.0,68.0,3.0
1980-09-03,Rebels Are We,Chic,69.0,69.0,2.0
1980-09-03,I Got You,Split Enz,70.0,70.0,3.0
1980-09-03,"Girl, Don't Let It Get You Down",The O'Jays,71.0,71.0,3.0
1980-09-03,Switchin' To Glide/This Beat Goes On,The Kings,72.0,72.0,3.0
1980-09-03,Leaving L.A.,Deliverance,73.0,73.0,2.0
1980-09-03,Can't We Try,Teddy Pendergrass,74.0,74.0,2.0
1980-09-03,Whip It,Devo,75.0,75.0,2.0
1980-09-03,Empire Strikes Back (Medley),Meco,18.0,76.0,13.0
1980-09-03,Stand By Me,Mickey Gilley,22.0,77.0,17.0
1980-09-03,On The Road Again,Willie Nelson,78.0,78.0,1.0
1980-09-03,My Guy/My Girl,Amii Stewart & Johnny Bristol,79.0,79.0,2.0
1980-09-03,Touch And Go,The Cars,80.0,80.0,1.0
1980-09-03,Could I Have This Dance,Anne Murray,81.0,81.0,1.0
1980-09-03,Coming Up (Live At Glasgow),Paul McCartney And Wings,1.0,82.0,20.0
1980-09-03,Tired Of Toein' The Line,Rocky Burnette,8.0,83.0,18.0
1980-09-03,Turn It On Again,Genesis,84.0,84.0,1.0
1980-09-03,Lola,The Kinks,9.0,85.0,16.0
1980-09-03,You Can Call Me Blue,Michael Johnson,86.0,86.0,3.0
1980-09-03,Treasure,The Brothers Johnson,73.0,87.0,4.0
1980-09-03,I'm Coming Out,Diana Ross,88.0,88.0,1.0
1980-09-03,You Shook Me All Night Long,AC/DC,89.0,89.0,1.0
1980-09-03,Steal Away,Robbie Dupree,6.0,90.0,22.0
1980-09-03,In America,The Charlie Daniels Band,11.0,91.0,15.0
1980-09-03,One Fine Day,Carole King,12.0,92.0,17.0
1980-09-03,Love The World Away,Kenny Rogers,14.0,93.0,12.0
1980-09-03,The Rose,Bette Midler,3.0,94.0,25.0
1980-09-03,I Can't Let Go,Linda Ronstadt,31.0,95.0,11.0
1980-09-03,Rock It,"Lipps, Inc.",64.0,96.0,6.0
1980-09-03,Free Me,Roger Daltrey,53.0,97.0,10.0
1980-09-03,The Breaks (Part 1),Kurtis Blow,98.0,98.0,1.0
1980-09-03,The Royal Mile (Sweet Darlin'),Gerry Rafferty,54.0,99.0,8.0
1980-09-03,"Honey, Honey",David Hudson,59.0,100.0,11.0
1980-09-10,Upside Down,Diana Ross,1.0,1.0,10.0
1980-09-10,All Out Of Love,Air Supply,2.0,2.0,14.0
1980-09-10,Emotional Rescue,The Rolling Stones,3.0,3.0,11.0
1980-09-10,Fame,Irene Cara,4.0,4.0,14.0
1980-09-10,Sailing,Christopher Cross,1.0,5.0,14.0
1980-09-10,Give Me The Night,George Benson,6.0,6.0,11.0
1980-09-10,Late In The Evening,Paul Simon,7.0,7.0,6.0
1980-09-10,Lookin' For Love,Johnny Lee,8.0,8.0,10.0
1980-09-10,Another One Bites The Dust,Queen,9.0,9.0,5.0
1980-09-10,Drivin' My Life Away,Eddie Rabbitt,10.0,10.0,13.0
1980-09-10,Into The Night,Benny Mardones,11.0,11.0,14.0
1980-09-10,I'm Alright,Kenny Loggins,12.0,12.0,10.0
1980-09-10,Magic,Olivia Newton-John,1.0,13.0,17.0
1980-09-10,You're The Only Woman (You & I),Ambrosia,14.0,14.0,10.0
1980-09-10,One In A Million You,Larry Graham,15.0,15.0,12.0
1980-09-10,You'll Accomp'ny Me,Bob Seger & The Silver Bullet Band,16.0,16.0,8.0
1980-09-10,Xanadu,Olivia Newton-John/Electric Light Orchestra,17.0,17.0,6.0
1980-09-10,All Over The World,Electric Light Orchestra,18.0,18.0,7.0
1980-09-10,Boulevard,Jackson Browne,19.0,19.0,11.0
1980-09-10,Hot Rod Hearts,Robbie Dupree,20.0,20.0,9.0
1980-09-10,Don't Ask Me Why,Billy Joel,21.0,21.0,7.0
1980-09-10,Take Your Time (Do It Right) Part 1,The S.O.S. Band,3.0,22.0,16.0
1980-09-10,Someone That I Used To Love,Natalie Cole,23.0,23.0,13.0
1980-09-10,Let My Love Open The Door,Pete Townshend,9.0,24.0,14.0
1980-09-10,Jesse,Carly Simon,25.0,25.0,7.0
1980-09-10,Never Knew Love Like This Before,Stephanie Mills,26.0,26.0,6.0
1980-09-10,He's So Shy,The Pointer Sisters,27.0,27.0,8.0
1980-09-10,Real Love,The Doobie Brothers,28.0,28.0,2.0
1980-09-10,Look What You've Done To Me,Boz Scaggs,29.0,29.0,4.0
1980-09-10,How Does It Feel To Be Back,Daryl Hall John Oates,30.0,30.0,9.0
1980-09-10,Hey There Lonely Girl,Robert John,31.0,31.0,9.0
1980-09-10,No Night So Long,Dionne Warwick,32.0,32.0,8.0
1980-09-10,Woman In Love,Barbra Streisand,33.0,33.0,2.0
1980-09-10,It's Still Rock And Roll To Me,Billy Joel,1.0,34.0,17.0
1980-09-10,You're Supposed To Keep Your Love For Me,Jermaine Jackson,35.0,35.0,10.0
1980-09-10,More Love,Kim Carnes,10.0,36.0,16.0
1980-09-10,Old-Fashion Love,Commodores,20.0,37.0,13.0
1980-09-10,How Do I Survive,Amy Holland,38.0,38.0,6.0
1980-09-10,First Time Love,Livingston Taylor,39.0,39.0,8.0
1980-09-10,Who'll Be The Fool Tonight,Larsen-Feiten Band,40.0,40.0,5.0
1980-09-10,Take A Little Rhythm,Ali Thomson,15.0,41.0,14.0
1980-09-10,JoJo,Boz Scaggs,17.0,42.0,14.0
1980-09-10,Make A Little Magic,The Dirt Band,25.0,43.0,13.0
1980-09-10,(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John,44.0,44.0,6.0
1980-09-10,Why Not Me,Fred Knoblock,18.0,45.0,12.0
1980-09-10,Red Light,Linda Clifford,46.0,46.0,6.0
1980-09-10,You Better Run,Pat Benatar,42.0,47.0,8.0
1980-09-10,Out Here On My Own,Irene Cara,48.0,48.0,5.0
1980-09-10,Shining Star,The Manhattans,5.0,49.0,21.0
1980-09-10,Midnight Rocks,Al Stewart,50.0,50.0,3.0
1980-09-10,The Legend Of Wooley Swamp,The Charlie Daniels Band,51.0,51.0,5.0
1980-09-10,I'm Almost Ready,Pure Prairie League,52.0,52.0,4.0
1980-09-10,Fool For Your Loving,Whitesnake,53.0,53.0,7.0
1980-09-10,Games Without Frontiers,Peter Gabriel,54.0,54.0,5.0
1980-09-10,Misunderstanding,Genesis,14.0,55.0,17.0
1980-09-10,Let Me Be Your Angel,Stacy Lattisaw,56.0,56.0,6.0
1980-09-10,Late At Night,England Dan Seals,57.0,57.0,5.0
1980-09-10,I Hear You Now,Jon & Vangelis,58.0,58.0,5.0
1980-09-10,My Prayer,"Ray, Goodman & Brown",59.0,59.0,4.0
1980-09-10,Whip It,Devo,60.0,60.0,3.0
1980-09-10,Good Morning Girl/stay Awhile,Journey,61.0,61.0,4.0
1980-09-10,Thunder And Lightning,Chicago,62.0,62.0,4.0
1980-09-10,Rebels Are We,Chic,63.0,63.0,3.0
1980-09-10,I Got You,Split Enz,64.0,64.0,4.0
1980-09-10,Switchin' To Glide/This Beat Goes On,The Kings,65.0,65.0,4.0
1980-09-10,Can't We Try,Teddy Pendergrass,66.0,66.0,3.0
1980-09-10,Little Jeannie,Elton John,3.0,67.0,20.0
1980-09-10,"Girl, Don't Let It Get You Down",The O'Jays,68.0,68.0,4.0
1980-09-10,On The Road Again,Willie Nelson,69.0,69.0,2.0
1980-09-10,Touch And Go,The Cars,70.0,70.0,2.0
1980-09-10,Leaving L.A.,Deliverance,71.0,71.0,3.0
1980-09-10,Could I Have This Dance,Anne Murray,72.0,72.0,2.0
1980-09-10,Turn It On Again,Genesis,73.0,73.0,2.0
1980-09-10,Tulsa Time/Cocaine,Eric Clapton And His Band,30.0,74.0,13.0
1980-09-10,My Guy/My Girl,Amii Stewart & Johnny Bristol,75.0,75.0,3.0
1980-09-10,I'm Coming Out,Diana Ross,76.0,76.0,2.0
1980-09-10,Dreaming,Cliff Richard,77.0,77.0,1.0
1980-09-10,Cupid/I've Loved You For A Long Time,The Spinners,4.0,78.0,18.0
1980-09-10,Don't Misunderstand Me,Rossington Collins Band,55.0,79.0,8.0
1980-09-10,You Shook Me All Night Long,AC/DC,80.0,80.0,2.0
1980-09-10,Without Your Love,Roger Daltrey,81.0,81.0,1.0
1980-09-10,Walk Away,Donna Summer,82.0,82.0,1.0
1980-09-10,Lola,The Kinks,9.0,83.0,17.0
1980-09-10,First...Be A Woman,Lenore O'malley,53.0,84.0,8.0
1980-09-10,Under The Gun,Poco,48.0,85.0,9.0
1980-09-10,Live Every Minute,Ali Thomson,86.0,86.0,1.0
1980-09-10,True Love Ways,Mickey Gilley,66.0,87.0,5.0
1980-09-10,If You Should Sail,Nielsen/Pearson,88.0,88.0,1.0
1980-09-10,Running Back,Eddie Money,89.0,89.0,1.0
1980-09-10,Angeline,The Allman Brothers Band,90.0,90.0,1.0
1980-09-10,Stand By Me,Mickey Gilley,22.0,91.0,18.0
1980-09-10,Empire Strikes Back (Medley),Meco,18.0,92.0,14.0
1980-09-10,Coming Up (Live At Glasgow),Paul McCartney And Wings,1.0,93.0,21.0
1980-09-10,The Breaks (Part 1),Kurtis Blow,94.0,94.0,2.0
1980-09-10,I Can't Let Go,Linda Ronstadt,31.0,95.0,12.0
1980-09-10,Rock It,"Lipps, Inc.",64.0,96.0,7.0
1980-09-10,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,97.0,97.0,1.0
1980-09-10,Tired Of Toein' The Line,Rocky Burnette,8.0,98.0,19.0
1980-09-10,I've Just Begun To Love You,Dynasty,99.0,99.0,1.0
1980-09-10,Steal Away,Robbie Dupree,6.0,100.0,23.0
1980-09-17,Upside Down,Diana Ross,1.0,1.0,11.0
1980-09-17,All Out Of Love,Air Supply,2.0,2.0,15.0
1980-09-17,Another One Bites The Dust,Queen,3.0,3.0,6.0
1980-09-17,Fame,Irene Cara,4.0,4.0,15.0
1980-09-17,Lookin' For Love,Johnny Lee,5.0,5.0,11.0
1980-09-17,Give Me The Night,George Benson,6.0,6.0,12.0
1980-09-17,Late In The Evening,Paul Simon,7.0,7.0,7.0
1980-09-17,Drivin' My Life Away,Eddie Rabbitt,8.0,8.0,14.0
1980-09-17,One In A Million You,Larry Graham,9.0,9.0,13.0
1980-09-17,Emotional Rescue,The Rolling Stones,3.0,10.0,12.0
1980-09-17,I'm Alright,Kenny Loggins,11.0,11.0,11.0
1980-09-17,Xanadu,Olivia Newton-John/Electric Light Orchestra,12.0,12.0,7.0
1980-09-17,You're The Only Woman (You & I),Ambrosia,13.0,13.0,11.0
1980-09-17,You'll Accomp'ny Me,Bob Seger & The Silver Bullet Band,14.0,14.0,9.0
1980-09-17,Sailing,Christopher Cross,1.0,15.0,15.0
1980-09-17,All Over The World,Electric Light Orchestra,16.0,16.0,8.0
1980-09-17,Real Love,The Doobie Brothers,17.0,17.0,3.0
1980-09-17,Hot Rod Hearts,Robbie Dupree,18.0,18.0,10.0
1980-09-17,Don't Ask Me Why,Billy Joel,19.0,19.0,8.0
1980-09-17,He's So Shy,The Pointer Sisters,20.0,20.0,9.0
1980-09-17,Someone That I Used To Love,Natalie Cole,21.0,21.0,14.0
1980-09-17,Never Knew Love Like This Before,Stephanie Mills,22.0,22.0,7.0
1980-09-17,Jesse,Carly Simon,23.0,23.0,8.0
1980-09-17,Look What You've Done To Me,Boz Scaggs,24.0,24.0,5.0
1980-09-17,Woman In Love,Barbra Streisand,25.0,25.0,3.0
1980-09-17,No Night So Long,Dionne Warwick,26.0,26.0,9.0
1980-09-17,Magic,Olivia Newton-John,1.0,27.0,18.0
1980-09-17,Into The Night,Benny Mardones,11.0,28.0,15.0
1980-09-17,Take Your Time (Do It Right) Part 1,The S.O.S. Band,3.0,29.0,17.0
1980-09-17,Boulevard,Jackson Browne,19.0,30.0,12.0
1980-09-17,Let My Love Open The Door,Pete Townshend,9.0,31.0,15.0
1980-09-17,How Do I Survive,Amy Holland,32.0,32.0,7.0
1980-09-17,How Does It Feel To Be Back,Daryl Hall John Oates,30.0,33.0,10.0
1980-09-17,You're Supposed To Keep Your Love For Me,Jermaine Jackson,34.0,34.0,11.0
1980-09-17,It's Still Rock And Roll To Me,Billy Joel,1.0,35.0,18.0
1980-09-17,Who'll Be The Fool Tonight,Larsen-Feiten Band,36.0,36.0,6.0
1980-09-17,More Love,Kim Carnes,10.0,37.0,17.0
1980-09-17,First Time Love,Livingston Taylor,38.0,38.0,9.0
1980-09-17,Old-Fashion Love,Commodores,20.0,39.0,14.0
1980-09-17,(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John,40.0,40.0,7.0
1980-09-17,Midnight Rocks,Al Stewart,41.0,41.0,4.0
1980-09-17,Red Light,Linda Clifford,42.0,42.0,7.0
1980-09-17,The Wanderer,Donna Summer,43.0,43.0,1.0
1980-09-17,Out Here On My Own,Irene Cara,44.0,44.0,6.0
1980-09-17,The Legend Of Wooley Swamp,The Charlie Daniels Band,45.0,45.0,6.0
1980-09-17,I'm Almost Ready,Pure Prairie League,46.0,46.0,5.0
1980-09-17,Whip It,Devo,47.0,47.0,4.0
1980-09-17,Games Without Frontiers,Peter Gabriel,48.0,48.0,6.0
1980-09-17,Let Me Be Your Angel,Stacy Lattisaw,49.0,49.0,7.0
1980-09-17,On The Road Again,Willie Nelson,50.0,50.0,3.0
1980-09-17,Hey There Lonely Girl,Robert John,31.0,51.0,10.0
1980-09-17,Dreaming,Cliff Richard,52.0,52.0,2.0
1980-09-17,My Prayer,"Ray, Goodman & Brown",53.0,53.0,5.0
1980-09-17,I'm Coming Out,Diana Ross,54.0,54.0,3.0
1980-09-17,Good Morning Girl/stay Awhile,Journey,55.0,55.0,5.0
1980-09-17,Thunder And Lightning,Chicago,56.0,56.0,5.0
1980-09-17,I Got You,Split Enz,57.0,57.0,5.0
1980-09-17,Can't We Try,Teddy Pendergrass,58.0,58.0,4.0
1980-09-17,Switchin' To Glide/This Beat Goes On,The Kings,59.0,59.0,5.0
1980-09-17,Walk Away,Donna Summer,60.0,60.0,2.0
1980-09-17,Rebels Are We,Chic,61.0,61.0,4.0
1980-09-17,"Girl, Don't Let It Get You Down",The O'Jays,62.0,62.0,5.0
1980-09-17,Touch And Go,The Cars,63.0,63.0,3.0
1980-09-17,Could I Have This Dance,Anne Murray,64.0,64.0,3.0
1980-09-17,Why Not Me,Fred Knoblock,18.0,65.0,13.0
1980-09-17,Turn It On Again,Genesis,66.0,66.0,3.0
1980-09-17,Dreamer,Supertramp,67.0,67.0,1.0
1980-09-17,Without Your Love,Roger Daltrey,68.0,68.0,2.0
1980-09-17,My Guy/My Girl,Amii Stewart & Johnny Bristol,69.0,69.0,4.0
1980-09-17,You Shook Me All Night Long,AC/DC,70.0,70.0,3.0
1980-09-17,Leaving L.A.,Deliverance,71.0,71.0,4.0
1980-09-17,Take A Little Rhythm,Ali Thomson,15.0,72.0,15.0
1980-09-17,Shining Star,The Manhattans,5.0,73.0,22.0
1980-09-17,JoJo,Boz Scaggs,17.0,74.0,15.0
1980-09-17,Let Me Talk,"Earth, Wind & Fire",75.0,75.0,1.0
1980-09-17,Live Every Minute,Ali Thomson,76.0,76.0,2.0
1980-09-17,Angeline,The Allman Brothers Band,77.0,77.0,2.0
1980-09-17,Master Blaster (Jammin'),Stevie Wonder,78.0,78.0,1.0
1980-09-17,If You Should Sail,Nielsen/Pearson,79.0,79.0,2.0
1980-09-17,Running Back,Eddie Money,80.0,80.0,2.0
1980-09-17,Lola,The Kinks,9.0,81.0,18.0
1980-09-17,That Girl Could Sing,Jackson Browne,82.0,82.0,1.0
1980-09-17,Make A Little Magic,The Dirt Band,25.0,83.0,14.0
1980-09-17,Misunderstanding,Genesis,14.0,84.0,18.0
1980-09-17,Heroes,Commodores,85.0,85.0,1.0
1980-09-17,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,86.0,86.0,2.0
1980-09-17,True Love Ways,Mickey Gilley,66.0,87.0,6.0
1980-09-17,The Breaks (Part 1),Kurtis Blow,88.0,88.0,3.0
1980-09-17,I've Just Begun To Love You,Dynasty,89.0,89.0,2.0
1980-09-17,Hold On,Kansas,90.0,90.0,1.0
1980-09-17,Tulsa Time/Cocaine,Eric Clapton And His Band,30.0,91.0,14.0
1980-09-17,Don't Misunderstand Me,Rossington Collins Band,55.0,92.0,9.0
1980-09-17,Cupid/I've Loved You For A Long Time,The Spinners,4.0,93.0,19.0
1980-09-17,Under The Gun,Poco,48.0,94.0,10.0
1980-09-17,You Better Run,Pat Benatar,42.0,95.0,9.0
1980-09-17,I Hear You Now,Jon & Vangelis,58.0,96.0,6.0
1980-09-17,Little Jeannie,Elton John,3.0,97.0,21.0
1980-09-17,The Part Of Me That Needs You Most,Jay Black,98.0,98.0,1.0
1980-09-17,Fool For Your Loving,Whitesnake,53.0,99.0,8.0
1980-09-17,Late At Night,England Dan Seals,57.0,100.0,6.0
1980-09-24,Upside Down,Diana Ross,1.0,1.0,12.0
1980-09-24,All Out Of Love,Air Supply,2.0,2.0,16.0
1980-09-24,Another One Bites The Dust,Queen,3.0,3.0,7.0
1980-09-24,Give Me The Night,George Benson,4.0,4.0,13.0
1980-09-24,Lookin' For Love,Johnny Lee,5.0,5.0,12.0
1980-09-24,Late In The Evening,Paul Simon,6.0,6.0,8.0
1980-09-24,Drivin' My Life Away,Eddie Rabbitt,7.0,7.0,15.0
1980-09-24,Fame,Irene Cara,4.0,8.0,16.0
1980-09-24,One In A Million You,Larry Graham,9.0,9.0,14.0
1980-09-24,I'm Alright,Kenny Loggins,10.0,10.0,12.0
1980-09-24,Xanadu,Olivia Newton-John/Electric Light Orchestra,11.0,11.0,8.0
1980-09-24,Woman In Love,Barbra Streisand,12.0,12.0,4.0
1980-09-24,You're The Only Woman (You & I),Ambrosia,13.0,13.0,12.0
1980-09-24,You'll Accomp'ny Me,Bob Seger & The Silver Bullet Band,14.0,14.0,10.0
1980-09-24,All Over The World,Electric Light Orchestra,15.0,15.0,9.0
1980-09-24,Real Love,The Doobie Brothers,16.0,16.0,4.0
1980-09-24,Hot Rod Hearts,Robbie Dupree,17.0,17.0,11.0
1980-09-24,He's So Shy,The Pointer Sisters,18.0,18.0,10.0
1980-09-24,Don't Ask Me Why,Billy Joel,19.0,19.0,9.0
1980-09-24,Never Knew Love Like This Before,Stephanie Mills,20.0,20.0,8.0
1980-09-24,Someone That I Used To Love,Natalie Cole,21.0,21.0,15.0
1980-09-24,Jesse,Carly Simon,22.0,22.0,9.0
1980-09-24,Look What You've Done To Me,Boz Scaggs,23.0,23.0,6.0
1980-09-24,Emotional Rescue,The Rolling Stones,3.0,24.0,13.0
1980-09-24,No Night So Long,Dionne Warwick,25.0,25.0,10.0
1980-09-24,Sailing,Christopher Cross,1.0,26.0,16.0
1980-09-24,Magic,Olivia Newton-John,1.0,27.0,19.0
1980-09-24,How Do I Survive,Amy Holland,28.0,28.0,8.0
1980-09-24,Into The Night,Benny Mardones,11.0,29.0,16.0
1980-09-24,The Wanderer,Donna Summer,30.0,30.0,2.0
1980-09-24,Midnight Rocks,Al Stewart,31.0,31.0,5.0
1980-09-24,Dreaming,Cliff Richard,32.0,32.0,3.0
1980-09-24,Who'll Be The Fool Tonight,Larsen-Feiten Band,33.0,33.0,7.0
1980-09-24,Take Your Time (Do It Right) Part 1,The S.O.S. Band,3.0,34.0,18.0
1980-09-24,On The Road Again,Willie Nelson,35.0,35.0,4.0
1980-09-24,Boulevard,Jackson Browne,19.0,36.0,13.0
1980-09-24,It's Still Rock And Roll To Me,Billy Joel,1.0,37.0,19.0
1980-09-24,The Legend Of Wooley Swamp,The Charlie Daniels Band,38.0,38.0,7.0
1980-09-24,(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John,39.0,39.0,8.0
1980-09-24,Out Here On My Own,Irene Cara,40.0,40.0,7.0
1980-09-24,Red Light,Linda Clifford,41.0,41.0,8.0
1980-09-24,I'm Almost Ready,Pure Prairie League,42.0,42.0,6.0
1980-09-24,Whip It,Devo,43.0,43.0,5.0
1980-09-24,I'm Coming Out,Diana Ross,44.0,44.0,4.0
1980-09-24,Let Me Be Your Angel,Stacy Lattisaw,45.0,45.0,8.0
1980-09-24,Dreamer,Supertramp,46.0,46.0,2.0
1980-09-24,My Prayer,"Ray, Goodman & Brown",47.0,47.0,6.0
1980-09-24,Games Without Frontiers,Peter Gabriel,48.0,48.0,7.0
1980-09-24,Walk Away,Donna Summer,49.0,49.0,3.0
1980-09-24,Touch And Go,The Cars,50.0,50.0,4.0
1980-09-24,Let My Love Open The Door,Pete Townshend,9.0,51.0,16.0
1980-09-24,Can't We Try,Teddy Pendergrass,52.0,52.0,5.0
1980-09-24,Could I Have This Dance,Anne Murray,53.0,53.0,4.0
1980-09-24,I Got You,Split Enz,54.0,54.0,6.0
1980-09-24,Good Morning Girl/stay Awhile,Journey,55.0,55.0,6.0
1980-09-24,Thunder And Lightning,Chicago,56.0,56.0,6.0
1980-09-24,"Girl, Don't Let It Get You Down",The O'Jays,57.0,57.0,6.0
1980-09-24,Switchin' To Glide/This Beat Goes On,The Kings,58.0,58.0,6.0
1980-09-24,Without Your Love,Roger Daltrey,59.0,59.0,3.0
1980-09-24,Turn It On Again,Genesis,60.0,60.0,4.0
1980-09-24,You Shook Me All Night Long,AC/DC,61.0,61.0,4.0
1980-09-24,Master Blaster (Jammin'),Stevie Wonder,62.0,62.0,2.0
1980-09-24,My Guy/My Girl,Amii Stewart & Johnny Bristol,63.0,63.0,5.0
1980-09-24,Let Me Talk,"Earth, Wind & Fire",64.0,64.0,2.0
1980-09-24,Live Every Minute,Ali Thomson,65.0,65.0,3.0
1980-09-24,Angeline,The Allman Brothers Band,66.0,66.0,3.0
1980-09-24,That Girl Could Sing,Jackson Browne,67.0,67.0,2.0
1980-09-24,You've Lost That Lovin' Feeling,Daryl Hall John Oates,68.0,68.0,1.0
1980-09-24,You're Supposed To Keep Your Love For Me,Jermaine Jackson,34.0,69.0,12.0
1980-09-24,If You Should Sail,Nielsen/Pearson,70.0,70.0,3.0
1980-09-24,Lovely One,The Jacksons,71.0,71.0,1.0
1980-09-24,She's So Cold,The Rolling Stones,72.0,72.0,1.0
1980-09-24,How Does It Feel To Be Back,Daryl Hall John Oates,30.0,73.0,11.0
1980-09-24,Heroes,Commodores,74.0,74.0,2.0
1980-09-24,Why Not Me,Fred Knoblock,18.0,75.0,14.0
1980-09-24,More Love,Kim Carnes,10.0,76.0,18.0
1980-09-24,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,77.0,77.0,3.0
1980-09-24,Running Back,Eddie Money,78.0,78.0,3.0
1980-09-24,Old-Fashion Love,Commodores,20.0,79.0,15.0
1980-09-24,Hold On,Kansas,80.0,80.0,2.0
1980-09-24,Lola,The Kinks,9.0,81.0,19.0
1980-09-24,More Than I Can Say,Leo Sayer,82.0,82.0,1.0
1980-09-24,First Time Love,Livingston Taylor,38.0,83.0,10.0
1980-09-24,This Time,John Cougar,84.0,84.0,1.0
1980-09-24,Hey There Lonely Girl,Robert John,31.0,85.0,11.0
1980-09-24,Turning Japanese,The Vapors,86.0,86.0,1.0
1980-09-24,The Breaks (Part 1),Kurtis Blow,87.0,87.0,4.0
1980-09-24,I've Just Begun To Love You,Dynasty,88.0,88.0,3.0
1980-09-24,I'm Happy That Love Has Found You,Jimmy Hall,89.0,89.0,1.0
1980-09-24,Case Of You,Frank Stallone,90.0,90.0,1.0
1980-09-24,Rebels Are We,Chic,61.0,91.0,5.0
1980-09-24,I Believe In You,Don Williams,92.0,92.0,1.0
1980-09-24,Shining Star,The Manhattans,5.0,93.0,23.0
1980-09-24,JoJo,Boz Scaggs,17.0,94.0,16.0
1980-09-24,You Better Run,Pat Benatar,42.0,95.0,10.0
1980-09-24,Take A Little Rhythm,Ali Thomson,15.0,96.0,16.0
1980-09-24,Leaving L.A.,Deliverance,71.0,97.0,5.0
1980-09-24,The Part Of Me That Needs You Most,Jay Black,98.0,98.0,2.0
1980-09-24,Make A Little Magic,The Dirt Band,25.0,99.0,15.0
1980-09-24,True Love Ways,Mickey Gilley,66.0,100.0,7.0
